timestamp,cpu_energy_kwh,gpu_energy_kwh,total_energy_kwh,tasks_scheduled,sla_violations,avg_sla_slack,cluster_cpu_util,cluster_gpu_util
10350591.0,4873.247214,14281.924825,19155.172039,804,338,0.00,0.8063,0.4125
10350733.0,4873.382446,14282.367867,19155.750312,805,339,0.00,0.7813,0.4000
10352281.0,4874.764569,14286.999342,19161.763911,806,339,0.00,0.7125,0.4000
10352735.0,4875.161189,14288.357333,19163.518523,807,339,0.00,0.6734,0.3875
10352776.0,4875.196331,14288.479992,19163.676323,808,340,0.00,0.6984,0.3875
10352901.0,4875.305475,14288.845175,19164.150650,809,341,0.00,0.7125,0.3750
10352949.0,4875.348075,14288.985175,19164.333250,810,342,0.00,0.7313,0.3750
10353010.0,4875.403102,14289.163092,19164.566194,811,343,0.00,0.7500,0.3750
10353158.0,4875.537835,14289.589958,19165.127794,812,344,0.00,0.7547,0.3750
10353265.0,4875.636309,14289.902042,19165.538351,813,344,0.00,0.7594,0.3875
10353271.0,4875.641853,14289.919992,19165.561844,814,344,0.00,0.7641,0.4000
10353550.0,4875.900217,14290.766592,19166.666808,815,344,0.00,0.7656,0.4000
10354340.0,4876.594993,14293.152958,19169.747951,816,344,0.00,0.6609,0.4000
10354524.0,4876.750914,14293.717225,19170.468139,817,344,0.00,0.6656,0.4125
10354755.0,4876.947110,14294.435600,19171.382710,818,345,0.00,0.6781,0.4000
10354939.0,4877.105490,14294.999867,19172.105357,819,345,0.00,0.6953,0.4125
10354953.0,4877.117728,14295.043850,19172.161578,820,346,0.00,0.7047,0.4250
10355046.0,4877.198661,14295.338725,19172.537386,821,346,0.00,0.6859,0.4250
10355210.0,4877.340703,14295.863783,19173.204486,822,346,0.00,0.6859,0.4250
10356350.0,4878.312994,14299.366833,19177.679827,823,346,0.00,0.6531,0.4000
10356972.0,4878.834570,14301.238825,19180.073395,824,346,0.00,0.6531,0.4000
10358451.0,4880.048793,14305.524600,19185.573393,825,346,0.00,0.6250,0.3750
10358521.0,4880.106086,14305.727717,19185.833802,826,347,0.00,0.6438,0.3625
10358810.0,4880.347120,14306.548958,19186.896078,827,347,0.00,0.6484,0.3750
10359007.0,4880.512141,14307.123542,19187.635683,828,348,0.00,0.6656,0.3875
10359031.0,4880.532490,14307.193767,19187.726256,829,348,0.00,0.6672,0.3875
10359296.0,4880.757234,14307.969533,19188.726768,830,348,0.00,0.6781,0.3875
10359591.0,4881.007710,14308.830100,19189.837810,831,348,0.00,0.6609,0.3750
10360992.0,4882.177778,14312.769500,19194.947278,832,349,0.00,0.6375,0.3625
10361018.0,4882.199336,14312.843383,19195.042720,833,350,0.00,0.6609,0.3625
10361057.0,4882.232385,14312.954208,19195.186593,834,351,0.00,0.6781,0.3750
10361087.0,4882.258208,14313.041708,19195.299916,835,351,0.00,0.6828,0.3875
10361148.0,4882.310937,14313.224200,19195.535137,836,351,0.00,0.6953,0.4000
10362004.0,4883.048758,14315.733467,19198.782225,837,352,0.00,0.7016,0.3750
10362009.0,4883.053153,14315.748050,19198.801203,838,353,0.00,0.7203,0.3750
10362192.0,4883.215092,14316.281800,19199.496892,839,354,0.00,0.7141,0.3875
10362242.0,4883.259527,14316.431383,19199.690911,840,354,0.00,0.7188,0.4000
10362464.0,4883.453803,14317.112183,19200.565987,841,355,0.00,0.6953,0.4125
10362608.0,4883.579157,14317.553858,19201.133015,842,356,0.00,0.7094,0.4000
10362627.0,4883.595973,14317.612125,19201.208098,843,356,0.00,0.7156,0.4125
10363056.0,4883.977754,14318.959900,19202.937654,844,356,0.00,0.7219,0.4250
10364477.0,4885.234571,14323.448958,19208.683529,845,357,0.00,0.6828,0.3750
10364499.0,4885.253384,14323.513125,19208.766509,846,357,0.00,0.6813,0.3875
